transaction_id,account_id,transaction_date,transaction_time,transaction_type,amount,currency,channel,status,description,beneficiary_acc,reference_number
TXN0000002906,ACC00000028,2025-03-13,00:17:35,DEBIT,112150.09,INR,NET_BANKING,FAILED,UPI Transfer,060508927607,NF80F89UUSDCNNXP
TXN0000002907,ACC00000418,2024-03-07,19:10:26,DEBIT,138839.23,INR,NEFT,SUCCESS,Rent Payment,687683466584,03025XFWZO4EV5UZ
TXN0000002908,ACC00000071,2024-03-03,02:33:05,DEBIT,93815.13,INR,NET_BANKING,SUCCESS,ATM Withdrawal,644484179901,M2VCO84NAJLMDGYK
TXN0000002909,ACC00000030,2025-04-23,18:21:06,DEBIT,74610.96,INR,RTGS,FAILED,Loan Disbursement,532911832405,05XCK4K6UA0HZC3I
TXN0000002910,ACC00000567,2023-02-07,21:06:13,CREDIT,307329.91,INR,NET_BANKING,SUCCESS,Salary Credit,,0LPD8K57SB5IP7SX
TXN0000002911,ACC00000776,2023-08-26,21:07:22,DEBIT,25205.21,INR,RTGS,SUCCESS,Online Shopping,581722231404,DN4BYL340Y82TJ3C
TXN0000002912,ACC00000068,2023-09-07,17:36:52,CREDIT,330835.55,INR,RTGS,SUCCESS,Rent Payment,,9L2OO6P51HC5D115
TXN0000002913,ACC00000093,2023-09-17,16:02:32,DEBIT,127572.52,INR,BRANCH,SUCCESS,Salary Credit,832580006355,XI0ZQ18FS6C37LFA
TXN0000002914,ACC00000003,2024-02-18,21:15:13,DEBIT,199071.44,INR,NET_BANKING,SUCCESS,Salary Credit,275366173478,MU4B0JUCKAFN78W4
TXN0000002915,ACC00000360,2026-04-07,12:07:32,DEBIT,42386.06,INR,NET_BANKING,SUCCESS,NEFT Transfer,268629890833,831T8O3PMSZJXLHK
TXN0000002916,ACC00000488,2023-03-20,00:56:05,DEBIT,2834.37,INR,MOBILE_BANKING,SUCCESS,Salary Credit,812600763811,Q4VHFVHSSXQPPLRZ
TXN0000002917,ACC00000767,2025-01-19,08:30:17,CREDIT,395193.06,INR,UPI,SUCCESS,FD Maturity Credit,,LJ9802WW0VRMKY5G
TXN0000002918,ACC00000631,2026-02-20,21:07:43,DEBIT,153109.95,INR,MOBILE_BANKING,REVERSED,ATM Withdrawal,122145581504,REO8BC0S1P54O4KL
TXN0000002919,ACC00000259,2025-09-28,17:50:52,DEBIT,95779.21,INR,BRANCH,REVERSED,Rent Payment,328041010713,CXGUURETUQIWLJYY
TXN0000002920,ACC00000478,2025-10-09,13:18:38,DEBIT,77883.98,INR,IMPS,SUCCESS,Rent Payment,517476470067,U87HRADQ9Z512GQL
TXN0000002921,ACC00000267,2025-02-16,14:27:10,DEBIT,175985.89,INR,MOBILE_BANKING,SUCCESS,UPI Transfer,523917711176,ORTKC5VQYHRKBPJE
TXN0000002922,ACC00000248,2023-12-29,17:08:21,DEBIT,42566.9,INR,MOBILE_BANKING,SUCCESS,Rent Payment,881557093292,9SBPIQL0VW0WKBM2
TXN0000002923,ACC00000090,2025-10-10,00:30:51,DEBIT,100893.09,INR,BRANCH,SUCCESS,FD Maturity Credit,763679503545,TKGA78IUHDDI57ZW
TXN0000002924,ACC00000466,2023-09-24,15:23:34,CREDIT,446829.55,INR,MOBILE_BANKING,SUCCESS,Mutual Fund SIP,,T1BRIZ3OU9WJME3Z
TXN0000002925,ACC00000414,2026-01-26,15:38:31,DEBIT,44390.39,INR,ATM,SUCCESS,Salary Credit,142919210481,6UFFVOWOZZK6QV8X
TXN0000002926,ACC00000841,2024-10-17,22:17:12,DEBIT,68727.31,INR,MOBILE_BANKING,SUCCESS,Bill Payment,605884393452,O5NVZBZ1V5KDVS6N
TXN0000002927,ACC00000840,2025-06-30,18:46:03,DEBIT,55369.24,INR,UPI,SUCCESS,Salary Credit,285713709425,AOZZ2KRFUPOH7UAT
TXN0000002928,ACC00000769,2025-10-16,14:41:56,DEBIT,185003.2,INR,IMPS,SUCCESS,NEFT Transfer,737152369695,OZRASV5HRIPKEOMT
TXN0000002929,ACC00000824,2025-08-18,09:58:19,DEBIT,171063.77,INR,MOBILE_BANKING,SUCCESS,UPI Transfer,746525454185,FQ816VZV7WUDRCZF
TXN0000002930,ACC00000320,2023-11-19,07:32:36,CREDIT,209829.25,INR,MOBILE_BANKING,FAILED,Interest Credit,,F19OE79FESB4KEJL
TXN0000002931,ACC00000711,2026-01-18,16:39:40,CREDIT,221263.5,INR,NEFT,SUCCESS,Interest Credit,,XC9OJH5OFEB34S01
TXN0000002932,ACC00000082,2023-01-17,15:00:50,CREDIT,41453.3,INR,UPI,SUCCESS,NEFT Transfer,,15I2J65E6X00KOGT
TXN0000002933,ACC00000028,2023-11-06,01:58:38,CREDIT,363514.6,INR,RTGS,PENDING,Fund Transfer,,IM8FWKZ4GBDYO02L
TXN0000002934,ACC00000828,2023-12-29,00:59:01,CREDIT,166869.21,INR,UPI,FAILED,Online Shopping,,PS78BUVV2ZE786U3
TXN0000002935,ACC00000544,2025-05-04,00:07:23,CREDIT,199328.07,INR,MOBILE_BANKING,SUCCESS,Insurance Premium,,B1U07CVLA5NU252Q
TXN0000002936,ACC00000346,2025-08-22,18:59:05,DEBIT,152620.34,INR,RTGS,SUCCESS,Interest Credit,034697167070,WGSSYOZ28HRNESWH
TXN0000002937,ACC00000662,2025-01-03,19:23:55,CREDIT,49036.15,INR,ATM,SUCCESS,Loan Disbursement,,9DSEPABRA67YJYQP
TXN0000002938,ACC00000386,2023-11-16,01:17:18,CREDIT,5816.12,INR,IMPS,SUCCESS,Interest Credit,,2DJTNP3JUTBK4JF4
TXN0000002939,ACC00000806,2023-03-05,10:11:00,CREDIT,213026.3,INR,BRANCH,SUCCESS,Loan Disbursement,,5K2BIESPZSXKZCMW
TXN0000002940,ACC00000512,2026-02-24,21:10:18,DEBIT,146198.31,INR,IMPS,REVERSED,Bill Payment,687128255646,8K2YW039LJI8H9QF
TXN0000002941,ACC00000551,2025-02-20,03:20:32,DEBIT,104533.45,INR,BRANCH,SUCCESS,NEFT Transfer,561404576314,7JR0HLI7V3VO5H8F
TXN0000002942,ACC00000383,2025-08-04,23:16:12,CREDIT,309889.63,INR,NEFT,SUCCESS,Fund Transfer,,D1FU681FWFI13GRW
TXN0000002943,ACC00000289,2024-02-23,16:34:12,CREDIT,315563.23,INR,IMPS,SUCCESS,FD Maturity Credit,,HB9KQM516VO1FYXP
TXN0000002944,ACC00000844,2025-06-21,17:55:00,CREDIT,369199.32,INR,BRANCH,PENDING,Insurance Premium,,X0OLKCJWQGW4LB1C
TXN0000002945,ACC00000770,2024-07-01,12:43:22,DEBIT,41866.31,INR,RTGS,PENDING,Fund Transfer,164756966268,Q600EW1V55HH2YFH
TXN0000002946,ACC00000382,2023-02-27,06:11:06,CREDIT,348738.14,INR,RTGS,SUCCESS,Cash Deposit,,PMDOF1ZXUF2Z00FM
TXN0000002947,ACC00000182,2023-09-10,00:33:26,CREDIT,423970.86,INR,BRANCH,SUCCESS,EMI Debit,,MNE7C9J3P0NQ6Z0A
TXN0000002948,ACC00000539,2023-09-09,13:12:07,CREDIT,263759.07,INR,UPI,SUCCESS,NEFT Transfer,,SJO60G40HRJEHWT9
TXN0000002949,ACC00000317,2025-08-27,11:34:39,CREDIT,351517.77,INR,NET_BANKING,SUCCESS,EMI Debit,,86U3MCR4RS7H0KVB
TXN0000002950,ACC00000599,2025-05-28,04:52:12,CREDIT,440322.8,INR,NET_BANKING,SUCCESS,Online Shopping,,CSYLMYT0P13DGMVS
TXN0000002951,ACC00000617,2026-04-09,09:09:49,CREDIT,127641.59,INR,NET_BANKING,SUCCESS,ATM Withdrawal,,3H8B6UBNBLZEZJSJ
TXN0000002952,ACC00000178,2025-09-03,18:45:21,DEBIT,22977.98,INR,ATM,SUCCESS,Fund Transfer,505485170622,I1MZXB5BFMVO7HDG
TXN0000002953,ACC00000728,2024-04-26,02:46:46,DEBIT,119521.2,INR,MOBILE_BANKING,SUCCESS,Loan Disbursement,102657462929,G8E09F5NMYQA1W1Z
TXN0000002954,ACC00000189,2023-08-16,17:08:53,CREDIT,110933.31,INR,IMPS,SUCCESS,Loan Disbursement,,D2M419KX26QYZ5DC
TXN0000002955,ACC00000231,2026-02-18,17:35:41,CREDIT,269731.74,INR,ATM,SUCCESS,Fund Transfer,,SLYWYLZ4GQPC76EU
TXN0000002956,ACC00000192,2023-07-06,08:40:10,DEBIT,25740.34,INR,RTGS,SUCCESS,Interest Credit,911107849865,98RWHWHJGYC4OTD4
TXN0000002957,ACC00000581,2025-03-30,10:50:51,CREDIT,369471.85,INR,UPI,SUCCESS,ATM Withdrawal,,L2GAKYCZJ1PYNYAG
TXN0000002958,ACC00000616,2024-01-12,10:12:38,CREDIT,200252.86,INR,RTGS,REVERSED,Cash Deposit,,A9JM6L86EK3BE1LB
TXN0000002959,ACC00000678,2024-05-01,12:37:22,DEBIT,61117.5,INR,BRANCH,SUCCESS,Cash Deposit,968406912762,245JE9OZ7GEL4CEC
TXN0000002960,ACC00000161,2026-01-05,05:53:10,CREDIT,329812.46,INR,BRANCH,SUCCESS,Online Shopping,,7GFJX4E75GIHIBOE
TXN0000002961,ACC00000299,2025-10-21,01:45:03,DEBIT,54286.5,INR,RTGS,SUCCESS,FD Maturity Credit,994142083111,LY11HHNTVXZYYUTN
TXN0000002962,ACC00000471,2024-03-23,05:53:34,CREDIT,427640.9,INR,ATM,SUCCESS,Insurance Premium,,LIKTGFYC62XHA5H2
TXN0000002963,ACC00000054,2025-04-05,19:00:39,CREDIT,222073.21,INR,NET_BANKING,SUCCESS,UPI Transfer,,MECBO6SYWZIBQ3LT
TXN0000002964,ACC00000787,2025-10-06,10:56:34,DEBIT,57879.08,INR,MOBILE_BANKING,SUCCESS,FD Maturity Credit,529749756474,GYOTD5FLXFUQG9LR
TXN0000002965,ACC00000315,2023-10-22,18:42:59,CREDIT,191887.76,INR,NET_BANKING,SUCCESS,Rent Payment,,CV2UFXQPFA9OX1FN
TXN0000002966,ACC00000064,2023-10-03,01:39:18,CREDIT,459940.95,INR,IMPS,SUCCESS,NEFT Transfer,,JY9LRO2SWPITQOCX
TXN0000002967,ACC00000315,2023-02-11,17:01:38,CREDIT,356967.71,INR,UPI,SUCCESS,ATM Withdrawal,,3V4HESHXT2VJHNLM
TXN0000002968,ACC00000815,2024-03-29,09:27:47,DEBIT,65493.24,INR,UPI,SUCCESS,Rent Payment,553261313533,KKJ8EMGXUFCM54KB
TXN0000002969,ACC00000502,2024-06-16,10:08:12,DEBIT,152994.73,INR,NET_BANKING,SUCCESS,EMI Debit,266865812113,XU8PMP1Z366H8LG0
TXN0000002970,ACC00000072,2025-03-12,14:51:48,CREDIT,28571.56,INR,NET_BANKING,SUCCESS,Salary Credit,,R5EH0MDVINU31H64
TXN0000002971,ACC00000016,2025-09-04,15:38:48,CREDIT,397322.86,INR,BRANCH,PENDING,Interest Credit,,0OZOWD8T17NK9C13
TXN0000002972,ACC00000522,2023-02-26,05:52:48,CREDIT,208587.53,INR,MOBILE_BANKING,SUCCESS,NEFT Transfer,,YY0OKE59OXUXG1SA
TXN0000002973,ACC00000711,2025-01-01,02:48:10,DEBIT,147801.49,INR,UPI,SUCCESS,FD Maturity Credit,364338445804,715MBUJP3JH6HFXI
TXN0000002974,ACC00000153,2024-10-23,12:23:52,CREDIT,358123.13,INR,IMPS,PENDING,Loan Disbursement,,JB7TFAU8B02OUSKY
TXN0000002975,ACC00000533,2024-03-16,22:36:05,CREDIT,146802.37,INR,UPI,SUCCESS,Insurance Premium,,N41BKYEQ4GJI96K0
TXN0000002976,ACC00000210,2025-09-20,21:49:55,CREDIT,367291.52,INR,MOBILE_BANKING,SUCCESS,Insurance Premium,,HO231I6OPFC14AAP
TXN0000002977,ACC00000665,2024-02-18,19:46:44,CREDIT,26813.7,INR,NEFT,SUCCESS,FD Maturity Credit,,QGC4BYBW4OJW7BZZ
TXN0000002978,ACC00000350,2024-04-14,13:29:02,CREDIT,468994.5,INR,BRANCH,SUCCESS,Fund Transfer,,NXXOUUVGQR8CEJI8
TXN0000002979,ACC00000013,2023-04-07,07:20:09,CREDIT,463529.62,INR,NEFT,SUCCESS,Insurance Premium,,9SRWFPIKG6BT1D7W
TXN0000002980,ACC00000756,2024-10-23,21:53:34,DEBIT,140540.39,INR,NEFT,SUCCESS,Online Shopping,608288118924,VWCXXY2WHCNVB8FQ
TXN0000002981,ACC00000841,2024-05-27,13:05:31,DEBIT,58259.94,INR,MOBILE_BANKING,SUCCESS,NEFT Transfer,917247321199,FKU8ERXP38I7HRIS
TXN0000002982,ACC00000663,2023-07-29,17:25:27,CREDIT,483842.83,INR,NET_BANKING,SUCCESS,Mutual Fund SIP,,9RGHAGDD144RHATU
TXN0000002983,ACC00000331,2024-07-03,12:34:00,DEBIT,45686.58,INR,RTGS,REVERSED,NEFT Transfer,058801726079,6H8WW7RBN8UC7LMP
TXN0000002984,ACC00000529,2023-03-07,13:39:02,CREDIT,205408.11,INR,NET_BANKING,SUCCESS,Salary Credit,,C4W2I3E5OAU2PA9A
TXN0000002985,ACC00000639,2024-02-04,07:39:51,CREDIT,157024.09,INR,MOBILE_BANKING,REVERSED,Rent Payment,,IC3CA8NVISUKF2HZ
TXN0000002986,ACC00000040,2024-09-20,18:33:22,DEBIT,32722.67,INR,UPI,SUCCESS,Loan Disbursement,606737942655,HW7EDMFWKQ7GY31W
TXN0000002987,ACC00000471,2025-02-03,18:56:46,CREDIT,144029.88,INR,RTGS,SUCCESS,Interest Credit,,K3NCV570NJO8954H
TXN0000002988,ACC00000028,2024-08-19,14:06:32,CREDIT,109849.0,INR,MOBILE_BANKING,SUCCESS,FD Maturity Credit,,9Z8Z6ME1VUPW178L
TXN0000002989,ACC00000560,2024-12-31,13:59:51,CREDIT,268822.07,INR,UPI,SUCCESS,Fund Transfer,,KC9PFQURQ26CLHHH
TXN0000002990,ACC00000814,2023-12-22,11:51:43,DEBIT,10989.07,INR,UPI,SUCCESS,Mutual Fund SIP,843708617445,B22FT0405QJ7ZBXU
TXN0000002991,ACC00000457,2024-02-14,11:27:10,CREDIT,467468.56,INR,ATM,SUCCESS,Insurance Premium,,FDJCWBR9YIK3HST6
TXN0000002992,ACC00000242,2023-01-30,04:36:13,DEBIT,8825.85,INR,BRANCH,SUCCESS,Online Shopping,031676432560,JN2YCTC3V1E8WMOL
TXN0000002993,ACC00000748,2023-12-27,07:40:37,DEBIT,1511.19,INR,RTGS,SUCCESS,EMI Debit,619049739544,8GTDLJBIBUE3U6NU
TXN0000002994,ACC00000049,2023-01-01,00:49:03,CREDIT,375002.44,INR,NET_BANKING,SUCCESS,FD Maturity Credit,,HDNN05SE6O08AE84
TXN0000002995,ACC00000332,2023-09-07,18:17:09,DEBIT,113755.83,INR,ATM,SUCCESS,Loan Disbursement,504733833549,O8FGFKE0A7SIRXN7
TXN0000002996,ACC00000374,2026-03-24,08:18:19,CREDIT,302970.26,INR,MOBILE_BANKING,SUCCESS,NEFT Transfer,,NOWI7YO64TF3PXCP
TXN0000002997,ACC00000435,2024-06-10,18:07:38,CREDIT,78642.64,INR,RTGS,SUCCESS,Bill Payment,,5RMW5UGLRSJLKPAV
TXN0000002998,ACC00000811,2023-07-18,06:32:41,CREDIT,37457.99,INR,NEFT,SUCCESS,Bill Payment,,K74HYJH38RUF8J4V
TXN0000002999,ACC00000332,2024-02-08,01:13:38,CREDIT,486766.38,INR,BRANCH,REVERSED,Fund Transfer,,A1YUG4KNI1IKUE4E
TXN0000003000,ACC00000811,2026-02-15,03:02:54,DEBIT,96571.55,INR,NET_BANKING,SUCCESS,Rent Payment,946463114964,DKBODONV4MRCFV6K
TXN0000003001,ACC00000479,2025-08-05,20:37:37,DEBIT,17005.9,INR,IMPS,SUCCESS,Rent Payment,489925057549,OSK5DPB7189XXXK2
TXN0000003002,ACC00000285,2025-02-22,08:07:52,CREDIT,184387.89,INR,ATM,SUCCESS,Insurance Premium,,MY0EBOI3FFFT6UA5
TXN0000003003,ACC00000216,2025-10-27,02:23:21,CREDIT,86454.45,INR,NEFT,PENDING,Fund Transfer,,L80K5LWZJK2JBTMS
TXN0000003004,ACC00000655,2024-08-06,02:54:11,DEBIT,151084.62,INR,NET_BANKING,SUCCESS,Insurance Premium,617754630313,0MJM8Z92BQ4TEBMR
TXN0000003005,ACC00000222,2023-04-02,15:03:25,CREDIT,469154.02,INR,UPI,SUCCESS,ATM Withdrawal,,NEPT5N5BT7EXFZM9
TXN0000003006,ACC00000197,2024-04-18,06:45:18,CREDIT,299184.58,INR,NET_BANKING,SUCCESS,Insurance Premium,,9J0JGVX24JNCN29T
TXN0000003007,ACC00000236,2025-10-11,16:42:00,DEBIT,28429.88,INR,BRANCH,SUCCESS,Insurance Premium,490510407896,OB2SV5WD25LIP6FD
TXN0000003008,ACC00000281,2023-10-29,08:13:24,CREDIT,77834.16,INR,BRANCH,SUCCESS,EMI Debit,,OU92TLJ3E1C7ZCC3
TXN0000003009,ACC00000790,2024-04-12,10:20:13,DEBIT,42064.48,INR,MOBILE_BANKING,SUCCESS,Rent Payment,119972103780,NZK56S4DTFMHUSA7
TXN0000003010,ACC00000383,2024-10-02,09:05:00,CREDIT,398619.86,INR,NEFT,REVERSED,ATM Withdrawal,,M62AA0U2DN70LHRQ
TXN0000003011,ACC00000598,2023-06-30,19:15:13,CREDIT,72038.61,INR,NEFT,SUCCESS,FD Maturity Credit,,UVW9H5HBB1NYN0YW
TXN0000003012,ACC00000253,2025-12-04,21:25:35,CREDIT,4176.2,INR,RTGS,SUCCESS,Bill Payment,,VSSPX645JRJBBE2A
TXN0000003013,ACC00000769,2025-06-02,19:29:46,DEBIT,67423.68,INR,BRANCH,SUCCESS,Bill Payment,388892261261,MH2MXNSBZWWFH5J5
TXN0000003014,ACC00000781,2023-07-19,12:11:59,DEBIT,51114.72,INR,IMPS,SUCCESS,Mutual Fund SIP,704937745058,WD3G9OY9V3KTMLP2
TXN0000003015,ACC00000677,2024-10-11,16:06:07,DEBIT,53405.76,INR,ATM,REVERSED,Bill Payment,946685260204,YPZPSR7XHEDDEDW2
TXN0000003016,ACC00000395,2023-02-13,09:37:05,CREDIT,276524.99,INR,NEFT,REVERSED,FD Maturity Credit,,6Z1L5IWLMLP5PY8P
TXN0000003017,ACC00000322,2025-04-19,17:16:09,DEBIT,26073.02,INR,RTGS,FAILED,ATM Withdrawal,548862288493,YFUXP9XN7T2J43G2
TXN0000003018,ACC00000517,2024-02-26,06:39:00,DEBIT,79000.14,INR,ATM,SUCCESS,Salary Credit,329192674398,Y8ZBWH9OZ21OS9HV
TXN0000003019,ACC00000391,2023-06-12,02:33:44,CREDIT,249551.09,INR,IMPS,REVERSED,Bill Payment,,EMPH6V7M76MXUVJ8
TXN0000003020,ACC00000346,2023-09-11,01:04:13,CREDIT,380313.73,INR,IMPS,SUCCESS,Fund Transfer,,A3HD4J4J4GV4Q70A
TXN0000003021,ACC00000678,2026-04-13,05:21:05,DEBIT,24580.77,INR,ATM,SUCCESS,EMI Debit,763970919754,AT3B9SG00390V7ZZ
TXN0000003022,ACC00000778,2023-08-03,10:52:36,CREDIT,221288.32,INR,IMPS,SUCCESS,Bill Payment,,B5QCTEQJDMC6N4EB
TXN0000003023,ACC00000188,2023-12-17,13:04:34,CREDIT,36145.84,INR,ATM,SUCCESS,Bill Payment,,NRBG63SLG4WMLMSF
TXN0000003024,ACC00000080,2023-03-12,23:31:21,DEBIT,92280.69,INR,MOBILE_BANKING,FAILED,FD Maturity Credit,359831722293,PTN2S9XGXNETEN1F
TXN0000003025,ACC00000125,2024-10-07,08:00:51,CREDIT,227241.97,INR,IMPS,SUCCESS,FD Maturity Credit,,TQR7YJ0WTM07ZS0A
TXN0000003026,ACC00000075,2023-12-22,23:52:34,CREDIT,300941.92,INR,NEFT,SUCCESS,Insurance Premium,,LKB80D84F0XJCVO8
TXN0000003027,ACC00000259,2025-11-26,15:24:00,DEBIT,28445.77,INR,MOBILE_BANKING,SUCCESS,Salary Credit,535171067307,C68ZQSLO9XYN4Q5X
TXN0000003028,ACC00000161,2023-09-08,02:09:28,CREDIT,398241.04,INR,ATM,SUCCESS,ATM Withdrawal,,LG5L9M08XERCAZJB
TXN0000003029,ACC00000559,2025-01-06,02:26:51,DEBIT,3607.86,INR,NET_BANKING,SUCCESS,Salary Credit,488847792160,9MA57VTNM01IV82M
TXN0000003030,ACC00000256,2023-04-25,03:03:33,CREDIT,76630.75,INR,NEFT,SUCCESS,EMI Debit,,6MZUT2SR7OH49TMG
TXN0000003031,ACC00000169,2024-11-20,23:26:11,DEBIT,29176.01,INR,MOBILE_BANKING,SUCCESS,FD Maturity Credit,825524271381,QIMYVP8ZHM6RHN92
TXN0000003032,ACC00000720,2024-01-08,15:27:59,DEBIT,82884.25,INR,NEFT,SUCCESS,Online Shopping,082786504099,U58M82GM8X8NXQ62
TXN0000003033,ACC00000331,2023-10-29,19:31:43,CREDIT,381664.49,INR,MOBILE_BANKING,SUCCESS,Insurance Premium,,3Y3W4X18S31668I2
TXN0000003034,ACC00000275,2024-09-02,09:56:36,CREDIT,226803.55,INR,RTGS,SUCCESS,Cash Deposit,,6RWRVYW9K49JMGUK
TXN0000003035,ACC00000633,2025-09-29,19:12:51,DEBIT,147375.19,INR,IMPS,SUCCESS,Mutual Fund SIP,652753193358,OEFN7SPNE5W78D0Z
TXN0000003036,ACC00000591,2026-02-16,13:37:55,CREDIT,141968.49,INR,BRANCH,SUCCESS,Cash Deposit,,1A079FWFKRP4PK84
TXN0000003037,ACC00000153,2025-06-23,13:21:04,CREDIT,183842.74,INR,RTGS,SUCCESS,Salary Credit,,XSJLLNDNE94LZWQQ
TXN0000003038,ACC00000160,2025-03-06,02:12:43,DEBIT,26724.21,INR,NEFT,SUCCESS,Rent Payment,060715289739,BWE67QBF8646RU51
TXN0000003039,ACC00000675,2026-03-19,07:55:25,CREDIT,37571.71,INR,NEFT,SUCCESS,EMI Debit,,XSWQ7E47REX8MZGJ
TXN0000003040,ACC00000241,2024-09-19,20:38:53,CREDIT,292189.0,INR,UPI,SUCCESS,Loan Disbursement,,DNCUJRZ9BI8Y1VOV
TXN0000003041,ACC00000198,2025-05-09,08:02:49,CREDIT,447784.57,INR,IMPS,SUCCESS,FD Maturity Credit,,AOR5RSWAK5NKYNF2
TXN0000003042,ACC00000250,2024-09-28,13:15:33,DEBIT,160744.63,INR,IMPS,REVERSED,NEFT Transfer,027468533192,WZYRP1ZK6K3SONBA
TXN0000003043,ACC00000237,2023-03-05,08:19:10,CREDIT,184949.22,INR,ATM,REVERSED,Cash Deposit,,1J0VNSBRHEWT78CG
TXN0000003044,ACC00000208,2025-10-26,11:52:37,DEBIT,90209.12,INR,ATM,SUCCESS,Rent Payment,349918937420,ZTG2BOWIWZKAH4DP
TXN0000003045,ACC00000184,2025-10-20,18:26:11,CREDIT,163221.04,INR,IMPS,SUCCESS,UPI Transfer,,QYANCKXXNEGVIEBV
TXN0000003046,ACC00000223,2025-05-18,04:13:34,CREDIT,307429.5,INR,RTGS,FAILED,Cash Deposit,,FI4TMNRQR2CBIKAQ
TXN0000003047,ACC00000688,2024-06-05,06:15:46,DEBIT,131157.98,INR,NET_BANKING,SUCCESS,ATM Withdrawal,132918490383,T35H2CWOW63GGPAF
TXN0000003048,ACC00000048,2025-03-19,03:19:42,DEBIT,9050.8,INR,NEFT,SUCCESS,NEFT Transfer,840216194907,8QAQVBQ13XUI4WVL
TXN0000003049,ACC00000377,2023-12-22,03:30:14,CREDIT,159505.33,INR,BRANCH,SUCCESS,Mutual Fund SIP,,6JZRWLMOOVYUMO3R
TXN0000003050,ACC00000118,2025-12-04,13:15:11,DEBIT,71892.44,INR,BRANCH,SUCCESS,NEFT Transfer,763776791874,R1JLFIPCUBMWQE24
TXN0000003051,ACC00000241,2025-03-27,16:52:18,CREDIT,128015.8,INR,NET_BANKING,PENDING,Fund Transfer,,OL35PY4MP33P2XB7
TXN0000003052,ACC00000437,2024-05-08,07:16:37,CREDIT,181794.25,INR,RTGS,SUCCESS,Interest Credit,,M8MXCAXCQ1AT8V22
TXN0000003053,ACC00000507,2023-07-24,10:33:14,CREDIT,343858.15,INR,IMPS,SUCCESS,Mutual Fund SIP,,G6LSBQHH9P6G40DP
TXN0000003054,ACC00000794,2025-06-08,21:13:44,CREDIT,280992.77,INR,NET_BANKING,SUCCESS,EMI Debit,,E01NR7S9IMKV16CE
TXN0000003055,ACC00000761,2026-01-12,02:53:35,DEBIT,77771.48,INR,ATM,SUCCESS,EMI Debit,009962579041,VMJNKQK66L5NPQPO
TXN0000003056,ACC00000314,2025-03-01,18:41:54,DEBIT,70998.26,INR,RTGS,SUCCESS,Interest Credit,954203191715,B39ITYZC7PK73P2O
TXN0000003057,ACC00000561,2025-05-08,16:44:24,CREDIT,27034.81,INR,NEFT,SUCCESS,Bill Payment,,GL2L8BMLQ6LW0O36
TXN0000003058,ACC00000494,2023-10-05,04:12:41,CREDIT,149977.64,INR,MOBILE_BANKING,SUCCESS,Bill Payment,,QLRO25TX6GJW1BI9
TXN0000003059,ACC00000370,2025-03-18,19:36:13,CREDIT,144276.9,INR,RTGS,SUCCESS,EMI Debit,,TN4DXCN8G87GQ4MU
TXN0000003060,ACC00000100,2024-09-16,04:25:26,CREDIT,445152.18,INR,BRANCH,SUCCESS,Rent Payment,,YXWUUQ2FZVJO8JSQ
TXN0000003061,ACC00000063,2025-09-01,18:45:11,DEBIT,26737.56,INR,RTGS,SUCCESS,Mutual Fund SIP,093708997861,H0ZDS1XZ26CQ6LH1
TXN0000003062,ACC00000815,2025-11-23,00:48:22,CREDIT,12675.91,INR,RTGS,SUCCESS,Mutual Fund SIP,,RYSB5OG7LDMEJFHJ
TXN0000003063,ACC00000188,2024-02-12,20:22:40,DEBIT,177188.19,INR,RTGS,FAILED,Loan Disbursement,828011702748,MASKTLON4M419GCP
TXN0000003064,ACC00000797,2023-10-12,10:40:58,CREDIT,127471.31,INR,NET_BANKING,SUCCESS,UPI Transfer,,0ATGQ5VEVY023DCX
TXN0000003065,ACC00000755,2023-04-14,19:00:18,DEBIT,113018.7,INR,MOBILE_BANKING,SUCCESS,Loan Disbursement,930151582508,O02Z3G5JE84VJTZK
TXN0000003066,ACC00000376,2025-08-03,09:25:44,CREDIT,107043.22,INR,NEFT,SUCCESS,Interest Credit,,CFEL2Z7T9OJ2S2BM
TXN0000003067,ACC00000203,2025-12-08,20:05:31,DEBIT,102268.29,INR,IMPS,SUCCESS,Insurance Premium,004656409274,SO2P187QUK4G9FZ7
TXN0000003068,ACC00000635,2024-10-18,20:43:58,DEBIT,34931.21,INR,BRANCH,SUCCESS,ATM Withdrawal,150064542246,HE7WTNFPBFZPD8Q5
TXN0000003069,ACC00000316,2026-03-12,09:44:49,CREDIT,286728.75,INR,NET_BANKING,SUCCESS,Bill Payment,,EGQSDTDAYR8XGW6K
TXN0000003070,ACC00000504,2025-10-26,15:24:56,CREDIT,29057.01,INR,ATM,SUCCESS,Interest Credit,,Z1GWO0Y5AL99XXRK
TXN0000003071,ACC00000631,2024-01-26,02:44:25,CREDIT,378147.46,INR,BRANCH,SUCCESS,Mutual Fund SIP,,F4BCNSF24M4315WB
TXN0000003072,ACC00000828,2023-06-08,15:44:01,DEBIT,148450.44,INR,UPI,SUCCESS,Salary Credit,857066415926,SMVYAG9ZOF3KX1W5
TXN0000003073,ACC00000379,2025-10-31,15:11:09,CREDIT,331943.78,INR,NEFT,SUCCESS,FD Maturity Credit,,HPT1DEQA853BHSJS
TXN0000003074,ACC00000040,2024-07-29,10:25:33,DEBIT,28909.06,INR,UPI,SUCCESS,EMI Debit,100968765535,94LHFG4Y805IZHM8
